"dist_param","plot_id","tree_id","core_id","missing_mm","missing_years","dbh_mm"
14,128,80987,3140,6.54,4,460
14,128,80991,3143,0.94,2,130
14,128,80992,3144,17.77,14,500
14,128,80993,3145,1.87,5,530
14,128,80998,3146,13.09,4,470
14,128,80999,739,0,0,600
14,128,81001,740,0,0,420
14,128,81002,3147,0,0,430
14,128,81013,3149,5.61,4,510
14,128,81015,742,0,0,490
14,128,81017,3150,9.35,4,480
14,128,81020,3152,0,0,450
14,128,81023,3153,7.48,8,360
14,128,81024,3154,0,0,280
14,128,81026,3155,7.48,4,400
14,128,81028,3157,0,0,120
14,128,81030,3159,16.83,9,410
14,128,81032,3161,7.48,7,330
14,128,81033,3162,6.54,4,420
14,128,81034,3163,1.87,2,390
14,128,81035,3164,4.67,10,410
14,128,81036,3165,11.22,11,310
14,128,81045,3170,11.5,3,170
14,128,81049,3174,3.74,3,460
14,128,81050,3175,3.74,2,390
14,128,81055,3178,0,0,440
14,128,81067,746,0,0,420
14,128,81069,3184,1.87,3,390
14,128,81070,3185,0,0,280
14,128,81071,747,0,0,300
14,128,81072,748,0,0,190
14,128,81079,3189,11.22,8,520
14,128,81081,3191,3.74,5,310
14,128,81082,3192,3.74,4,360
14,128,81083,3193,1.4,2,230
14,128,81085,3194,0,0,310
14,128,81094,3198,9.35,5,330
14,128,81095,3199,7.48,8,200
14,128,81101,3202,3.74,13,450
14,128,81111,3205,7.48,10,460
14,128,81116,3206,7.48,3,420
14,128,81120,3208,5.61,4,410
14,128,81124,3209,0,0,360
14,128,81125,3210,0,0,240
14,129,81132,712,0,0,900
14,129,81136,764,5.61,9,710
14,129,81138,714,0,0,670
14,129,81139,766,0,0,580
14,129,81146,767,0.94,1,220
14,129,81148,768,9.35,18,400
14,129,81161,775,0,0,310
14,129,81164,777,3.74,2,360
14,129,81165,778,0,0,310
14,129,81171,782,5.61,5,430
14,129,81173,783,0,0,340
14,129,81174,784,0,0,430
14,129,81194,786,6.54,6,550
14,129,81201,752,0,0,530
14,129,81202,789,5.61,5,300
14,129,81236,797,0,0,460
14,129,81242,799,1.87,3,460
14,129,81251,803,5.61,3,520
14,129,81255,3215,1.87,3,320
14,129,81260,807,1.87,2,620
14,140,81301,1092,0,0,652
14,130,81310,814,0,0,450
14,130,81314,816,2.81,6,480
14,130,81320,818,14.03,9,460
14,130,81325,821,0,0,460
14,130,81330,822,0,0,520
14,130,81339,825,0,0,540
14,130,81352,826,4.67,2,320
14,130,81356,827,0,0,300
14,130,81360,3218,0.94,2,410
14,130,81361,830,3.74,3,320
14,130,81379,838,1.87,2,360
14,130,81408,841,1.87,1,240
14,130,81409,842,0,0,470
14,130,81410,843,2.81,2,320
14,130,81420,846,2.81,2,320
14,130,81427,848,4.67,7,460
14,130,81429,851,0,0,270
14,130,81433,853,0.94,1,350
14,130,81436,854,0,0,320
14,130,81439,856,6.54,5,380
14,130,81467,867,5.61,6,650
14,1002,81468,868,0.94,2,460
14,1002,81470,870,3.74,4,540
14,1002,81471,871,0,0,570
14,1002,81473,3219,0,0,320
14,1002,81475,874,3.74,2,600
14,1002,81477,876,3.74,2,480
14,1002,81479,878,1.87,9,620
14,1002,81481,880,3.74,2,460
14,1002,81484,3220,0,0,320
14,1002,81485,883,5.61,7,650
14,1002,81486,882,0,0,630
14,1002,81490,886,1.87,2,510
14,1002,81492,888,0,0,370
14,1002,81493,889,0,0,350
14,1002,81496,890,0,0,420
14,1002,81512,892,0,0,410
14,1002,81513,893,1.87,1,410
14,1002,81524,896,1.87,1,660
14,1002,81543,897,0,0,380
14,1002,81545,898,5.61,11,220
14,1002,81557,900,1.87,3,340
14,1002,81565,901,17.77,10,440
14,1002,81571,902,0,0,430
14,1002,81591,905,0,0,610
14,131,81619,906,0,0,270
14,131,81620,907,6.54,3,350
14,131,81623,908,0,0,620
14,131,81626,910,0,0,250
14,131,81654,913,6.54,6,410
14,131,81666,916,0,0,310
14,131,81670,918,0,0,320
14,131,81675,919,3.74,4,290
14,131,81679,922,0,0,350
14,131,81682,924,1.4,2,310
14,131,81683,925,1.87,1,550
14,131,81685,926,0,0,400
14,131,81696,928,0.94,1,310
14,131,81733,936,0,0,430
14,131,81735,937,0,0,330
14,131,81741,940,0,0,310
14,131,81747,944,2.81,2,450
14,135,81773,952,0,0,350
14,135,81775,953,0,0,470
14,135,81780,956,0,0,530
14,135,81781,957,0,0,470
14,135,81783,3224,0,0,330
14,135,81785,961,0,0,510
14,135,81789,963,0,0,370
14,135,81791,964,1.87,1,490
14,135,81795,967,1.87,1,590
14,135,81801,969,5.61,3,410
14,135,81809,971,0,0,470
14,135,81812,974,0,0,420
14,135,81816,977,4.67,3,410
14,135,81817,978,4.67,2,390
14,135,81819,979,0,0,270
14,135,81820,980,0,0,420
14,135,81825,982,0,0,410
14,135,81826,983,1.87,2,350
14,135,81828,984,0,0,420
14,135,81831,987,2.81,3,560
14,135,81833,988,0,0,640
14,135,81834,989,3.74,4,370
14,135,81843,992,0,0,360
14,135,81849,994,0,0,490
14,135,81852,996,4.67,10,340
14,135,81854,997,0,0,340
14,135,81855,998,1.87,4,310
14,135,81860,3226,3.74,6,360
14,135,81862,1000,0.94,2,490
14,135,81863,1001,0,0,370
14,135,81865,1002,2.81,5,570
14,135,81866,1003,0,0,530
14,135,81871,1006,12.15,6,430
14,135,81881,1008,4.67,2,470
14,135,81884,1011,1.87,4,660
14,135,81885,1012,0,0,420
14,135,81886,3227,0,0,390
14,135,81887,3228,9.35,24,390
14,135,81892,1016,6.54,4,490
14,135,81893,1017,0,0,420
14,135,81895,1018,0,0,440
14,135,81897,999,0,0,480
14,135,81898,1020,0,0,610
14,135,81899,1021,0.94,0,410
14,135,81901,1023,1.87,1,480
14,135,81904,1026,0,0,530
14,135,81907,1027,9.35,3,450
14,135,81909,1029,0,0,380
14,135,81915,1033,0,0,360
14,135,81922,1037,4.67,5,530
14,135,81926,1041,0,0,330
14,135,81929,1043,3.74,1,370
14,135,81949,1048,3.74,2,440
14,140,81953,1051,0,0,473
14,140,81956,1052,2.81,2,588
14,140,81957,1053,1.87,1,374
14,140,81963,1054,2.81,6,443
14,140,81964,1055,3.74,4,617
14,140,81966,1057,1.87,1,656
14,140,81970,1060,13.09,10,487
14,140,81981,1064,0,0,359
14,140,81982,1065,0,0,277
14,140,81988,1069,0,0,417
14,140,81989,1070,0,0,243
14,140,81991,1071,0,0,132
14,140,81995,1073,0,0,530
14,140,81998,1075,3.74,2,389
14,140,82000,1076,0,0,306
14,140,82002,1077,0,0,459
14,140,82003,1078,4.67,4,300
14,140,82007,1080,3.74,2,485
14,140,82008,1081,2.81,2,194
14,140,82010,1083,0,0,439
14,140,82014,1058,2.81,5,212
14,132,82017,1095,2.81,3,160
14,132,82018,1096,0,0,253
14,132,82019,1097,4.67,2,315
14,132,82050,1102,1.87,1,463
14,132,82065,1103,1.87,1,305
14,132,82068,1104,0,0,495
14,132,82074,1105,1.87,1,268
14,132,82076,1107,0.94,0,249
14,132,82079,1109,0,0,325
14,132,82088,1110,0,0,285
14,132,82096,1111,0,0,203
14,132,82111,1116,0.94,1,148
14,132,82113,1117,3.74,1,321
14,132,82139,1119,4.67,1,443
14,132,82140,1120,3.74,1,275
14,997,808,1339,0,0,370
14,997,810,1340,0,0,390
14,997,811,1341,0,0,420
14,997,812,1343,2.81,3,320
14,997,820,1346,2.81,4,310
14,997,825,1349,0,0,410
14,997,826,1350,0,0,390
14,997,833,1354,3.74,3,360
14,997,838,1357,0,0,410
14,997,840,1359,0,0,420
14,997,844,1360,5.61,12,410
14,997,845,1361,0,0,280
14,997,849,1364,5.61,7,450
14,997,853,1366,2.81,2,470
14,997,854,3364,0,0,330
14,997,860,1369,4.67,5,240
14,997,861,1370,0,0,480
14,997,863,1371,0.94,1,210
14,997,883,1375,0,0,270
14,997,885,1377,0,0,390
14,997,891,1380,4.67,4,410
14,1099,895,1383,0,0,690
14,1099,898,1384,0,0,690
14,1099,901,1387,1.87,3,460
14,1099,904,1389,0.94,1,390
14,1099,905,1390,0,0,480
14,1099,906,1391,0,0,490
14,1099,907,1367,0,0,490
14,1099,915,1396,0.94,1,520
14,1099,919,1397,0.94,1,410
14,1099,922,1399,0,0,340
14,1099,923,1400,0,0,330
14,1099,925,1402,0,0,260
14,1099,927,1404,0.94,1,450
14,1099,931,3365,0,0,430
14,1099,933,1407,1.87,4,420
14,1099,935,1409,4.67,19,470
14,1099,936,1410,0,0,340
14,1099,938,1412,2.81,5,490
14,1099,939,3367,0,0,340
14,1099,942,1416,2.81,3,390
14,1099,945,1417,0,0,540
